# Wavelength_Angstrom  Normalized_Flux
4.828700011601799815e+03 8.806431889533996582e-01
4.828750011602500308e+03 7.356353998184204102e-01
4.828800011603199891e+03 5.674893260002136230e-01
4.828850011603899475e+03 5.731930732727050781e-01
4.828900011604599968e+03 7.459672689437866211e-01
4.828950011605300460e+03 8.820610046386718750e-01
4.829000011606000044e+03 9.146806597709655762e-01
4.829050011606699627e+03 8.469732403755187988e-01
4.829100011607400120e+03 7.231281399726867676e-01
4.829150011608099703e+03 6.280541419982910156e-01
4.829200011608800196e+03 6.607111096382141113e-01
4.829250011609499779e+03 8.176589608192443848e-01
4.829300011610200272e+03 9.194561839103698730e-01
4.829350011610899855e+03 9.541094303131103516e-01
4.829400011611600348e+03 9.686411023139953613e-01
4.829450011612299932e+03 9.698323607444763184e-01
4.829500011612999515e+03 9.693267345428466797e-01
4.829550011613700008e+03 9.769630432128906250e-01
4.829600011614399591e+03 9.892635345458984375e-01
4.829650011615100084e+03 9.864439964294433594e-01
4.829700011615799667e+03 9.867718219757080078e-01
4.829750011616500160e+03 9.833946228027343750e-01
4.829800011617199743e+03 9.860733747482299805e-01
4.829850011617900236e+03 9.872426390647888184e-01
4.829900011618599819e+03 9.922131896018981934e-01
4.829950011619300312e+03 9.856360554695129395e-01
4.830000011619999896e+03 9.862047433853149414e-01
4.830050011620700388e+03 9.822009801864624023e-01
4.830100011621399972e+03 9.753001928329467773e-01
4.830150011622099555e+03 9.774835705757141113e-01
4.830200011622800048e+03 9.885920882225036621e-01
4.830250011623499631e+03 9.866595864295959473e-01
4.830300011624200124e+03 9.841092824935913086e-01
4.830350011624899707e+03 9.891902208328247070e-01
4.830400011625600200e+03 9.887559413909912109e-01
4.830450011626299784e+03 9.883880019187927246e-01
4.830500011627000276e+03 9.972765445709228516e-01
4.830550011627699860e+03 9.948850870132446289e-01
4.830600011628400352e+03 9.852932691574096680e-01
4.830650011629099936e+03 9.891520738601684570e-01
4.830700011629800429e+03 9.934917688369750977e-01
4.830750011630500012e+03 9.960805177688598633e-01
4.830800011631199595e+03 9.644757509231567383e-01
4.830850011631900088e+03 9.068266749382019043e-01
4.830900011632599671e+03 7.718523740768432617e-01
4.830950011633300164e+03 6.022003293037414551e-01
4.831000011633999748e+03 6.066298484802246094e-01
4.831050011634700240e+03 7.491170763969421387e-01
4.831100011635399824e+03 8.524779081344604492e-01
4.831150011636100317e+03 8.711749315261840820e-01
4.831200011636799900e+03 8.726787567138671875e-01
4.831250011637499483e+03 9.064755439758300781e-01
4.831300011638199976e+03 9.433873891830444336e-01
4.831350011638900469e+03 9.450795650482177734e-01
4.831400011639600052e+03 8.966370224952697754e-01
4.831450011640299635e+03 8.648617863655090332e-01
4.831500011641000128e+03 8.942471146583557129e-01
4.831550011641699712e+03 9.331283569335937500e-01
4.831600011642400204e+03 9.506663084030151367e-01
4.831650011643099788e+03 9.620702266693115234e-01
4.831700011643800281e+03 9.587177038192749023e-01
4.831750011644499864e+03 9.469385743141174316e-01
4.831800011645200357e+03 9.317074418067932129e-01
4.831850011645899940e+03 9.300180673599243164e-01
4.831900011646599523e+03 9.396335482597351074e-01
4.831950011647300016e+03 9.573612213134765625e-01
4.832000011647999600e+03 9.560833573341369629e-01
4.832050011648700092e+03 9.541750550270080566e-01
4.832100011649399676e+03 9.487236738204956055e-01
4.832150011650100168e+03 9.304983615875244141e-01
4.832200011650799752e+03 8.956331014633178711e-01
4.832250011651500245e+03 9.000115394592285156e-01
4.832300011652199828e+03 9.370369911193847656e-01
4.832350011652900321e+03 9.064286351203918457e-01
4.832400011653599904e+03 8.355512022972106934e-01
4.832450011654300397e+03 7.204357981681823730e-01
4.832500011654999980e+03 6.159812211990356445e-01
4.832550011655699564e+03 6.563882231712341309e-01
4.832600011656400056e+03 8.183824419975280762e-01
4.832650011657099640e+03 9.260216355323791504e-01
4.832700011657800133e+03 9.764174222946166992e-01
4.832750011658499716e+03 9.827169179916381836e-01
4.832800011659200209e+03 9.891278147697448730e-01
4.832850011659899792e+03 9.732620716094970703e-01
4.832900011660600285e+03 9.493198990821838379e-01
4.832950011661299868e+03 9.193867444992065430e-01
4.833000011662000361e+03 9.185504317283630371e-01
4.833050011662699944e+03 9.412690401077270508e-01
4.833100011663400437e+03 9.615132808685302734e-01
4.833150011664100020e+03 9.724776744842529297e-01
4.833200011664799604e+03 9.753866791725158691e-01
4.833250011665500097e+03 9.762326478958129883e-01
4.833300011666199680e+03 9.749499559402465820e-01
4.833350011666900173e+03 9.856014847755432129e-01
4.833400011667599756e+03 9.840996861457824707e-01
4.833450011668300249e+03 9.667076468467712402e-01
4.833500011668999832e+03 9.645902514457702637e-01
4.833550011669700325e+03 9.439354538917541504e-01
4.833600011670399908e+03 9.196016192436218262e-01
4.833650011671099492e+03 9.068872332572937012e-01
4.833700011671799984e+03 9.134645462036132812e-01
4.833750011672500477e+03 9.268697500228881836e-01
4.833800011673200061e+03 9.296483993530273438e-01
4.833850011673899644e+03 9.388505816459655762e-01
4.833900011674600137e+03 9.415731430053710938e-01
4.833950011675299720e+03 9.418041110038757324e-01
4.834000011676000213e+03 9.602280855178833008e-01
4.834050011676699796e+03 9.663372039794921875e-01
4.834100011677400289e+03 9.696676135063171387e-01
4.834150011678099872e+03 9.648016691207885742e-01
4.834200011678800365e+03 9.293611049652099609e-01
4.834250011679499949e+03 8.466992974281311035e-01
4.834300011680199532e+03 7.731454968452453613e-01
4.834350011680900025e+03 7.820492982864379883e-01
4.834400011681599608e+03 8.542114496231079102e-01
4.834450011682300101e+03 9.190798997879028320e-01
4.834500011682999684e+03 9.618410468101501465e-01
4.834550011683700177e+03 9.764415621757507324e-01
4.834600011684399760e+03 9.787153005599975586e-01
4.834650011685100253e+03 9.940086007118225098e-01
4.834700011685799836e+03 9.873179197311401367e-01
4.834750011686500329e+03 9.911455512046813965e-01
4.834800011687199913e+03 9.914688467979431152e-01
4.834850011687900405e+03 9.957059621810913086e-01
4.834900011688599989e+03 9.918110370635986328e-01
4.834950011689299572e+03 9.852166771888732910e-01
4.835000011690000065e+03 9.793695807456970215e-01
4.835050011690699648e+03 9.686348438262939453e-01
4.835100011691400141e+03 9.648840427398681641e-01
4.835150011692099724e+03 9.835871458053588867e-01
4.835200011692800217e+03 9.986156225204467773e-01
4.835250011693499800e+03 9.997424483299255371e-01
4.835300011694200293e+03 9.797432422637939453e-01
4.835350011694899877e+03 9.920645356178283691e-01
4.835400011695599460e+03 9.772280454635620117e-01
4.835450011696299953e+03 9.901459217071533203e-01
4.835500011697000446e+03 9.798497557640075684e-01
4.835550011697700029e+03 9.248554706573486328e-01
4.835600011698399612e+03 8.072434663772583008e-01
4.835650011699100105e+03 7.090318799018859863e-01
4.835700011699799688e+03 7.290452122688293457e-01
4.835750011700500181e+03 8.343989849090576172e-01
4.835800011701199765e+03 9.173721075057983398e-01
4.835850011701900257e+03 9.395511150360107422e-01
4.835900011702599841e+03 9.124298095703125000e-01
4.835950011703300333e+03 8.586031794548034668e-01
4.836000011703999917e+03 7.912122011184692383e-01
4.836050011704699500e+03 7.816309332847595215e-01
4.836100011705399993e+03 8.443636298179626465e-01
4.836150011706099576e+03 9.147130250930786133e-01
4.836200011706800069e+03 9.365985393524169922e-01
4.836250011707499652e+03 9.495013356208801270e-01
4.836300011708200145e+03 9.449353814125061035e-01
4.836350011708899729e+03 9.576996564865112305e-01
4.836400011709600221e+03 9.693817496299743652e-01
4.836450011710299805e+03 9.729303717613220215e-01
4.836500011711000298e+03 9.734869003295898438e-01
4.836550011711699881e+03 9.550379514694213867e-01
4.836600011712400374e+03 9.140578508377075195e-01
4.836650011713099957e+03 8.833949565887451172e-01
4.836700011713799540e+03 9.001682996749877930e-01
4.836750011714500033e+03 9.423092603683471680e-01
4.836800011715199616e+03 9.762817025184631348e-01
4.836850011715900109e+03 9.825620055198669434e-01
4.836900011716599693e+03 9.837737679481506348e-01
4.836950011717300185e+03 9.848784208297729492e-01
4.837000011717999769e+03 9.890667796134948730e-01
4.837050011718700262e+03 9.949747920036315918e-01
4.837100011719399845e+03 9.980636239051818848e-01
4.837150011720100338e+03 9.881364107131958008e-01
4.837200011720799921e+03 9.797182083129882812e-01
4.837250011721500414e+03 9.793085455894470215e-01
4.837300011722199997e+03 9.823596477508544922e-01
4.837350011722899580e+03 9.837571978569030762e-01
4.837400011723600073e+03 9.733034968376159668e-01
4.837450011724299657e+03 9.653624892234802246e-01
4.837500011725000149e+03 9.703972935676574707e-01
4.837550011725699733e+03 9.798443913459777832e-01
4.837600011726400226e+03 9.658043980598449707e-01
4.837650011727099809e+03 9.763140678405761719e-01
4.837700011727800302e+03 9.737575650215148926e-01
4.837750011728499885e+03 9.673714041709899902e-01
4.837800011729199468e+03 9.535028934478759766e-01
4.837850011729899961e+03 9.229786992073059082e-01
4.837900011730600454e+03 9.078911542892456055e-01
4.837950011731300037e+03 9.258857965469360352e-01
4.838000011731999621e+03 9.507988095283508301e-01
4.838050011732700113e+03 9.617357850074768066e-01
4.838100011733399697e+03 9.686840772628784180e-01
4.838150011734100190e+03 9.577704668045043945e-01
4.838200011734799773e+03 8.891844749450683594e-01
4.838250011735500266e+03 7.682115435600280762e-01
4.838300011736199849e+03 6.333485245704650879e-01
4.838350011736900342e+03 6.065846681594848633e-01
4.838400011737599925e+03 6.355112791061401367e-01
4.838450011738299509e+03 6.722482442855834961e-01
4.838500011739000001e+03 7.914893031120300293e-01
4.838550011739699585e+03 9.088191986083984375e-01
4.838600011740400078e+03 9.611044526100158691e-01
4.838650011741099661e+03 9.717291593551635742e-01
4.838700011741800154e+03 9.786704182624816895e-01
4.838750011742499737e+03 9.794934391975402832e-01
4.838800011743200230e+03 9.754281640052795410e-01
4.838850011743899813e+03 9.728456139564514160e-01
4.838900011744600306e+03 9.679244756698608398e-01
4.838950011745299889e+03 9.691094160079956055e-01
4.839000011746000382e+03 9.754766821861267090e-01
4.839050011746699965e+03 9.748731851577758789e-01
4.839100011747399549e+03 9.722443819046020508e-01
4.839150011748100042e+03 9.664249420166015625e-01
4.839200011748799625e+03 9.406952857971191406e-01
4.839250011749500118e+03 8.552936911582946777e-01
4.839300011750199701e+03 6.852343082427978516e-01
4.839350011750900194e+03 5.940776467323303223e-01
4.839400011751599777e+03 7.139185070991516113e-01
4.839450011752300270e+03 8.676419854164123535e-01
4.839500011752999853e+03 9.261088371276855469e-01
4.839550011753700346e+03 9.201420545578002930e-01
4.839600011754399929e+03 9.018900990486145020e-01
4.839650011755100422e+03 8.868879675865173340e-01
4.839700011755800006e+03 8.901683092117309570e-01
4.839750011756499589e+03 9.015604853630065918e-01
4.839800011757200082e+03 9.125005602836608887e-01
4.839850011757899665e+03 9.321216344833374023e-01
4.839900011758600158e+03 9.281218647956848145e-01
4.839950011759299741e+03 8.597031235694885254e-01
4.840000011760000234e+03 7.248005867004394531e-01
4.840050011760699817e+03 5.788973569869995117e-01
4.840100011761400310e+03 5.363531112670898438e-01
4.840150011762099894e+03 6.409478783607482910e-01
4.840200011762799477e+03 8.152531385421752930e-01
4.840250011763499970e+03 9.324350357055664062e-01
4.840300011764200462e+03 9.690136909484863281e-01
4.840350011764900046e+03 9.780141115188598633e-01
4.840400011765599629e+03 1.015016436576843262e+00
4.840450011766300122e+03 9.724643230438232422e-01
4.840500011766999705e+03 9.581198096275329590e-01
4.840550011767700198e+03 9.149019718170166016e-01
4.840600011768399781e+03 7.777692675590515137e-01
4.840650011769100274e+03 6.196875572204589844e-01
4.840700011769799858e+03 6.233663558959960938e-01
4.840750011770500350e+03 7.781278491020202637e-01
4.840800011771199934e+03 9.115995764732360840e-01
4.840850011771899517e+03 9.578710794448852539e-01
4.840900011772600010e+03 9.650410413742065430e-01
4.840950011773299593e+03 9.733043313026428223e-01
4.841000011774000086e+03 9.794067740440368652e-01
4.841050011774699669e+03 9.823411107063293457e-01
4.841100011775400162e+03 9.862013459205627441e-01
4.841150011776099745e+03 9.839162230491638184e-01
4.841200011776800238e+03 9.788973927497863770e-01
4.841250011777499822e+03 9.623365998268127441e-01
4.841300011778200314e+03 9.575907588005065918e-01
4.841350011778899898e+03 9.548224210739135742e-01
4.841400011779600391e+03 9.427195787429809570e-01
4.841450011780299974e+03 9.074295163154602051e-01
4.841500011780999557e+03 8.535455465316772461e-01
4.841550011781700050e+03 8.097694516181945801e-01
4.841600011782399633e+03 8.055084347724914551e-01
4.841650011783100126e+03 8.755092620849609375e-01
4.841700011783799710e+03 9.273501634597778320e-01
4.841750011784500202e+03 9.410444498062133789e-01
4.841800011785199786e+03 9.384890794754028320e-01
4.841850011785900278e+03 9.485026001930236816e-01
4.841900011786599862e+03 9.593243598937988281e-01
4.841950011787300355e+03 9.641752243041992188e-01
4.842000011787999938e+03 9.649766683578491211e-01
4.842050011788700431e+03 9.672487378120422363e-01
4.842100011789400014e+03 9.739973545074462891e-01
4.842150011790099597e+03 9.834815263748168945e-01
4.842200011790800090e+03 9.878358244895935059e-01
4.842250011791499674e+03 9.876482486724853516e-01
4.842300011792200166e+03 9.870934486389160156e-01
4.842350011792899750e+03 9.768400788307189941e-01
4.842400011793600243e+03 9.572757482528686523e-01
4.842450011794299826e+03 9.192374944686889648e-01
4.842500011795000319e+03 8.288559913635253906e-01
4.842550011795699902e+03 7.217255830764770508e-01
4.842600011796399485e+03 7.094839215278625488e-01
4.842650011797099978e+03 8.173755407333374023e-01
4.842700011797800471e+03 9.178684353828430176e-01
4.842750011798500054e+03 9.431754350662231445e-01
4.842800011799199638e+03 9.338623285293579102e-01
4.842850011799900130e+03 8.175276517868041992e-01
4.842900011800599714e+03 6.407947540283203125e-01
4.842950011801300207e+03 5.637730360031127930e-01
4.843000011801999790e+03 6.779598593711853027e-01
4.843050011802700283e+03 8.436301946640014648e-01
4.843100011803399866e+03 9.089980721473693848e-01
4.843150011804100359e+03 8.977811932563781738e-01
4.843200011804799942e+03 8.802947402000427246e-01
4.843250011805499526e+03 8.544412851333618164e-01
4.843300011806200018e+03 8.395507335662841797e-01
4.843350011806899602e+03 8.708494305610656738e-01
4.843400011807600094e+03 9.245454668998718262e-01
4.843450011808299678e+03 9.519521594047546387e-01
4.843500011809000171e+03 9.611289501190185547e-01
4.843550011809699754e+03 9.765504598617553711e-01
4.843600011810400247e+03 9.818447828292846680e-01
4.843650011811099830e+03 9.677583575248718262e-01
4.843700011811800323e+03 9.257422685623168945e-01
4.843750011812499906e+03 8.187776207923889160e-01
4.843800011813200399e+03 7.076671123504638672e-01
4.843850011813899982e+03 7.304641604423522949e-01
4.843900011814599566e+03 8.436895012855529785e-01
4.843950011815300059e+03 9.186950325965881348e-01
4.844000011815999642e+03 9.378721117973327637e-01
4.844050011816700135e+03 9.208955168724060059e-01
4.844100011817399718e+03 8.990703821182250977e-01
4.844150011818100211e+03 9.207229018211364746e-01
4.844200011818799794e+03 9.349499344825744629e-01
4.844250011819500287e+03 9.199763536453247070e-01
4.844300011820199870e+03 8.871015906333923340e-01
4.844350011820900363e+03 9.158420562744140625e-01
4.844400011821599946e+03 9.650610685348510742e-01
4.844450011822300439e+03 9.913381934165954590e-01
4.844500011823000023e+03 9.892439246177673340e-01
4.844550011823699606e+03 9.957235455513000488e-01
4.844600011824400099e+03 9.918707609176635742e-01
4.844650011825099682e+03 9.897902607917785645e-01
4.844700011825800175e+03 9.899600744247436523e-01
4.844750011826499758e+03 9.826882481575012207e-01
4.844800011827200251e+03 9.832913279533386230e-01
4.844850011827899834e+03 9.778684377670288086e-01
4.844900011828600327e+03 9.670186638832092285e-01
4.844950011829299910e+03 9.606130719184875488e-01
4.845000011829999494e+03 9.590057730674743652e-01
4.845050011830699987e+03 9.637122750282287598e-01
4.845100011831400479e+03 9.583054184913635254e-01
4.845150011832100063e+03 9.666993021965026855e-01
4.845200011832799646e+03 9.745548367500305176e-01
4.845250011833500139e+03 9.755352139472961426e-01
4.845300011834199722e+03 9.608417749404907227e-01
4.845350011834900215e+03 8.965986967086791992e-01
4.845400011835599798e+03 7.899141311645507812e-01
4.845450011836300291e+03 7.307853698730468750e-01
4.845500011836999875e+03 7.883397936820983887e-01
4.845550011837700367e+03 8.865510821342468262e-01
4.845600011838399951e+03 9.462175965309143066e-01
4.845650011839099534e+03 9.720242023468017578e-01
4.845700011839800027e+03 9.786313772201538086e-01
4.845750011840499610e+03 9.806308150291442871e-01
4.845800011841200103e+03 9.831358790397644043e-01
4.845850011841899686e+03 9.823876619338989258e-01
4.845900011842600179e+03 9.734603762626647949e-01
4.845950011843299762e+03 9.681835174560546875e-01
4.846000011844000255e+03 9.646503329277038574e-01
4.846050011844699839e+03 9.478564858436584473e-01
4.846100011845400331e+03 9.107234477996826172e-01
4.846150011846099915e+03 8.965701460838317871e-01
4.846200011846800408e+03 9.010471701622009277e-01
4.846250011847499991e+03 9.243164062500000000e-01
4.846300011848199574e+03 9.491909146308898926e-01
4.846350011848900067e+03 9.664975404739379883e-01
4.846400011849599650e+03 9.726784229278564453e-01
4.846450011850300143e+03 9.696704149246215820e-01
4.846500011850999726e+03 9.510275721549987793e-01
4.846550011851700219e+03 9.648793935775756836e-01
4.846600011852399803e+03 9.681800007820129395e-01
4.846650011853100295e+03 9.759934544563293457e-01
4.846700011853799879e+03 9.799762964248657227e-01
4.846750011854499462e+03 9.822768568992614746e-01
4.846800011855199955e+03 9.842968583106994629e-01
4.846850011855900448e+03 9.770908951759338379e-01
4.846900011856600031e+03 9.757756590843200684e-01
4.846950011857299614e+03 9.602248668670654297e-01
4.847000011858000107e+03 9.178993701934814453e-01
4.847050011858699690e+03 8.576736450195312500e-01
4.847100011859400183e+03 7.957832813262939453e-01
4.847150011860099767e+03 8.257284760475158691e-01
4.847200011860800259e+03 8.936444520950317383e-01
4.847250011861499843e+03 9.358233809471130371e-01
4.847300011862200336e+03 9.508537650108337402e-01
4.847350011862899919e+03 9.514833688735961914e-01
4.847400011863599502e+03 9.482859969139099121e-01
4.847450011864299995e+03 9.340075850486755371e-01
4.847500011864999578e+03 9.327697157859802246e-01
4.847550011865700071e+03 9.392135739326477051e-01
4.847600011866399655e+03 9.538867473602294922e-01
4.847650011867100147e+03 9.653944969177246094e-01
4.847700011867799731e+03 9.777814149856567383e-01
4.847750011868500223e+03 9.686159491539001465e-01
4.847800011869199807e+03 9.549683332443237305e-01
4.847850011869900300e+03 9.551853537559509277e-01
4.847900011870599883e+03 9.406539797782897949e-01
4.847950011871300376e+03 8.434882760047912598e-01
4.848000011871999959e+03 6.926294565200805664e-01
4.848050011872699542e+03 6.276093721389770508e-01
4.848100011873400035e+03 7.086738348007202148e-01
4.848150011874099619e+03 8.253391385078430176e-01
4.848200011874800111e+03 8.679604530334472656e-01
4.848250011875499695e+03 8.737819790840148926e-01
4.848300011876200188e+03 8.932169079780578613e-01
4.848350011876899771e+03 9.275324344635009766e-01
4.848400011877600264e+03 9.460610151290893555e-01
4.848450011878299847e+03 9.566818475723266602e-01
4.848500011879000340e+03 9.587946534156799316e-01
4.848550011879699923e+03 9.296815395355224609e-01
4.848600011880400416e+03 8.491741418838500977e-01
4.848650011881099999e+03 7.500732541084289551e-01
4.848700011881799583e+03 7.355527877807617188e-01
4.848750011882500075e+03 8.216745853424072266e-01
4.848800011883199659e+03 8.911399841308593750e-01
4.848850011883900152e+03 8.818207979202270508e-01
4.848900011884599735e+03 8.127916455268859863e-01
4.848950011885300228e+03 7.571355700492858887e-01
4.849000011885999811e+03 7.806513905525207520e-01
4.849050011886700304e+03 8.572454452514648438e-01
4.849100011887399887e+03 9.053765535354614258e-01
4.849150011888099471e+03 9.161026477813720703e-01
4.849200011888799963e+03 9.113329648971557617e-01
4.849250011889500456e+03 8.963483572006225586e-01
4.849300011890200039e+03 8.889857530593872070e-01
4.849350011890899623e+03 8.815664649009704590e-01
4.849400011891600116e+03 8.661881685256958008e-01
4.849450011892299699e+03 8.551404476165771484e-01
4.849500011893000192e+03 8.680189847946166992e-01
4.849550011893699775e+03 9.028332233428955078e-01
4.849600011894400268e+03 9.242203235626220703e-01
4.849650011895099851e+03 9.275407791137695312e-01
4.849700011895800344e+03 9.472455382347106934e-01
4.849750011896499927e+03 9.528824090957641602e-01
4.849800011897199511e+03 9.591503143310546875e-01
4.849850011897900004e+03 9.613733291625976562e-01
4.849900011898599587e+03 9.592529535293579102e-01
4.849950011899300080e+03 9.581581950187683105e-01
4.850000011899999663e+03 9.496797323226928711e-01
4.850050011900700156e+03 9.631631970405578613e-01
4.850100011901399739e+03 9.662852287292480469e-01
4.850150011902100232e+03 9.640726447105407715e-01
4.850200011902799815e+03 9.369663000106811523e-01
4.850250011903500308e+03 9.569046497344970703e-01
4.850300011904199891e+03 9.731407761573791504e-01
4.850350011904900384e+03 9.733951091766357422e-01
4.850400011905599968e+03 9.671304821968078613e-01
4.850450011906299551e+03 9.623714685440063477e-01
4.850500011907000044e+03 9.590368270874023438e-01
4.850550011907699627e+03 9.577386975288391113e-01
4.850600011908400120e+03 9.548701047897338867e-01
4.850650011909099703e+03 9.550112485885620117e-01
4.850700011909800196e+03 9.476324319839477539e-01
4.850750011910499779e+03 9.581496715545654297e-01
4.850800011911200272e+03 9.624245762825012207e-01
4.850850011911899855e+03 9.564566016197204590e-01
4.850900011912600348e+03 9.682020545005798340e-01
4.850950011913299932e+03 9.642661809921264648e-01
4.851000011914000424e+03 9.661803245544433594e-01
4.851050011914700008e+03 9.579557180404663086e-01
4.851100011915399591e+03 9.450592994689941406e-01
4.851150011916100084e+03 9.275637269020080566e-01
4.851200011916799667e+03 8.746827244758605957e-01
4.851250011917500160e+03 7.887668013572692871e-01
4.851300011918199743e+03 7.448251247406005859e-01
4.851350011918900236e+03 8.160956501960754395e-01
4.851400011919599820e+03 8.813190460205078125e-01
4.851450011920300312e+03 9.309937357902526855e-01
4.851500011920999896e+03 9.478818178176879883e-01
4.851550011921699479e+03 9.414086341857910156e-01
4.851600011922399972e+03 9.132668375968933105e-01
4.851650011923100465e+03 8.878062367439270020e-01
4.851700011923800048e+03 8.877736926078796387e-01
4.851750011924499631e+03 8.923832774162292480e-01
4.851800011925200124e+03 8.660477399826049805e-01
4.851850011925899707e+03 8.845551609992980957e-01
4.851900011926600200e+03 9.227374196052551270e-01
4.851950011927299784e+03 9.524120688438415527e-01
4.852000011928000276e+03 9.479243755340576172e-01
4.852050011928699860e+03 9.430876374244689941e-01
4.852100011929400353e+03 9.529282450675964355e-01
4.852150011930099936e+03 9.512557983398437500e-01
4.852200011930799519e+03 9.367318153381347656e-01
4.852250011931500012e+03 8.764957189559936523e-01
4.852300011932199595e+03 7.706920504570007324e-01
4.852350011932900088e+03 6.972442269325256348e-01
4.852400011933599671e+03 7.508537173271179199e-01
4.852450011934300164e+03 8.691142797470092773e-01
4.852500011934999748e+03 9.322075843811035156e-01
4.852550011935700240e+03 9.524544477462768555e-01
4.852600011936399824e+03 9.565985202789306641e-01
4.852650011937100317e+03 9.540441632270812988e-01
4.852700011937799900e+03 9.520691037178039551e-01
4.852750011938500393e+03 9.363597631454467773e-01
4.852800011939199976e+03 9.287843108177185059e-01
4.852850011939899559e+03 9.193117022514343262e-01
4.852900011940600052e+03 9.259243607521057129e-01
4.852950011941299636e+03 9.313775897026062012e-01
4.853000011942000128e+03 9.190256595611572266e-01
4.853050011942699712e+03 8.966177105903625488e-01
4.853100011943400204e+03 8.918946385383605957e-01
4.853150011944099788e+03 9.089069366455078125e-01
4.853200011944800281e+03 9.228505492210388184e-01
4.853250011945499864e+03 9.294567108154296875e-01
4.853300011946200357e+03 9.328593015670776367e-01
4.853350011946899940e+03 9.328865408897399902e-01
4.853400011947600433e+03 9.306181669235229492e-01
4.853450011948300016e+03 9.177740216255187988e-01
4.853500011948999600e+03 8.800894021987915039e-01
4.853550011949700092e+03 8.261578679084777832e-01
4.853600011950399676e+03 8.151997327804565430e-01
4.853650011951100169e+03 8.418735861778259277e-01
4.853700011951799752e+03 8.690764307975769043e-01
4.853750011952500245e+03 8.924003839492797852e-01
4.853800011953199828e+03 9.165882468223571777e-01
4.853850011953900321e+03 9.167214632034301758e-01
4.853900011954599904e+03 9.197452068328857422e-01
4.853950011955299487e+03 9.215119481086730957e-01
4.854000011955999980e+03 9.085505604743957520e-01
4.854050011956700473e+03 9.072199463844299316e-01
4.854100011957400056e+03 9.260487556457519531e-01
4.854150011958099640e+03 9.171616435050964355e-01
4.854200011958800133e+03 9.203609824180603027e-01
4.854250011959499716e+03 9.163469672203063965e-01
4.854300011960200209e+03 9.135418534278869629e-01
4.854350011960899792e+03 9.088165760040283203e-01
4.854400011961600285e+03 9.032709002494812012e-01
4.854450011962299868e+03 8.944522738456726074e-01
4.854500011963000361e+03 8.841539621353149414e-01
4.854550011963699944e+03 8.440270423889160156e-01
4.854600011964399528e+03 7.406217455863952637e-01
4.854650011965100020e+03 6.474195718765258789e-01
4.854700011965799604e+03 6.732231974601745605e-01
4.854750011966500097e+03 7.907264828681945801e-01
4.854800011967199680e+03 8.801525831222534180e-01
4.854850011967900173e+03 9.044588804244995117e-01
4.854900011968599756e+03 8.905676603317260742e-01
4.854950011969300249e+03 8.712779879570007324e-01
4.855000011969999832e+03 8.732866644859313965e-01
4.855050011970700325e+03 8.568766117095947266e-01
4.855100011971399908e+03 7.819245457649230957e-01
4.855150011972100401e+03 6.187480688095092773e-01
4.855200011972799985e+03 4.857172667980194092e-01
4.855250011973499568e+03 5.298717617988586426e-01
4.855300011974200061e+03 6.666253805160522461e-01
4.855350011974899644e+03 7.357618808746337891e-01
4.855400011975600137e+03 6.686757802963256836e-01
4.855450011976299720e+03 5.577199459075927734e-01
4.855500011977000213e+03 5.772429704666137695e-01
4.855550011977699796e+03 7.308198213577270508e-01
4.855600011978400289e+03 8.284478187561035156e-01
4.855650011979099872e+03 8.190779685974121094e-01
4.855700011979800365e+03 7.597533464431762695e-01
4.855750011980499949e+03 6.978536844253540039e-01
4.855800011981200441e+03 6.504618525505065918e-01
4.855850011981900025e+03 6.933491826057434082e-01
4.855900011982599608e+03 7.612861394882202148e-01
4.855950011983300101e+03 7.829893827438354492e-01
4.856000011983999684e+03 7.918719649314880371e-01
4.856050011984700177e+03 8.219946026802062988e-01
4.856100011985399760e+03 8.593901395797729492e-01
4.856150011986100253e+03 8.874444961547851562e-01
4.856200011986799836e+03 8.890945315361022949e-01
4.856250011987500329e+03 8.898997902870178223e-01
4.856300011988199913e+03 8.930603861808776855e-01
4.856350011988899496e+03 8.998793959617614746e-01
4.856400011989599989e+03 8.992347121238708496e-01
4.856450011990299572e+03 8.949930071830749512e-01
4.856500011991000065e+03 8.868157863616943359e-01
4.856550011991699648e+03 8.936872482299804688e-01
4.856600011992400141e+03 8.979063034057617188e-01
4.856650011993099724e+03 8.794683814048767090e-01
4.856700011993800217e+03 8.805906176567077637e-01
4.856750011994499800e+03 8.706803321838378906e-01
4.856800011995200293e+03 8.758684396743774414e-01
4.856850011995899877e+03 8.737259507179260254e-01
4.856900011996600369e+03 8.691631555557250977e-01
4.856950011997299953e+03 8.716505169868469238e-01
4.857000011997999536e+03 8.654523491859436035e-01
4.857050011998700029e+03 8.454106450080871582e-01
4.857100011999399612e+03 7.761521935462951660e-01
4.857150012000100105e+03 6.687544584274291992e-01
4.857200012000799688e+03 6.338105201721191406e-01
4.857250012001500181e+03 7.166133522987365723e-01
4.857300012002199765e+03 8.099066019058227539e-01
4.857350012002900257e+03 8.551774621009826660e-01
4.857400012003599841e+03 8.728243708610534668e-01
4.857450012004300334e+03 8.768239617347717285e-01
4.857500012004999917e+03 8.757069110870361328e-01
4.857550012005700410e+03 8.639720678329467773e-01
4.857600012006399993e+03 8.824665546417236328e-01
4.857650012007099576e+03 8.748434185981750488e-01
4.857700012007800069e+03 8.643375039100646973e-01
4.857750012008499652e+03 8.712751269340515137e-01
